SW_score	perc_div	perc_del	perc_ins	query_seq	qpos_begin	qpos_end	q(left)	match	matching_repeat	repeat_class	rpos_begin	rpos_end	r(left)	ID	file	spec	reg_st	reg_en	rep_group
443	30.2	3.3	0.5	Mm_3.fa	47958	48137	(1864)	+	L1MC3	LINE/L1	7394	7578	(207)	61	Mouse_foc.fasta.out	Mouse	146350950	146689764	Oth. LINE
241	18.8	0.0	0.0	Mm_3.fa	48566	48613	(1388)	+	L1MEf	LINE/L1	2066	2113	(4087)	62	Mouse_foc.fasta.out	Mouse	146350950	146689764	Oth. LINE
307	26.0	8.0	2.5	Mm_3.fa	48808	48957	(1044)	+	L1M1	LINE/L1	4580	4737	(1409)	63	Mouse_foc.fasta.out	Mouse	146350950	146689764	Oth. LINE
266	16.8	7.6	0.5	Mm_3.fa	49363	49448	(553)	C	MLT2B4	LTR/ERVL	(3)	553	439	64	Mouse_foc.fasta.out	Mouse	146350950	146689764	LTR
3932	9.3	2.7	0.9	Mm_3.fa	49447	50001	(0)	C	ORR1A3-int	LTR/ERVL-MaLR	(137)	1826	1262	65	Mouse_foc.fasta.out	Mouse	146350950	146689764	LTR
28018	4.3	0.2	0.2	Hs_1.fa	3	5345	(44656)	C	L1HS	LINE/L1	(446)	5434	125	1	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2593	7.0	3.3	1.4	Hs_1.fa	5353	5716	(44285)	C	HERVH-int	LTR/ERV1	(5574)	2139	1769	2	Human_foc.fasta.out	Human	83865024	84389957	LTR
1221	3.4	0.0	0.0	Hs_1.fa	5709	5854	(44147)	C	HERVH-int	LTR/ERV1	(7567)	146	1	2	Human_foc.fasta.out	Human	83865024	84389957	LTR
235	6.7	0.0	0.0	Hs_1.fa	5855	5884	(44117)	C	LTR7Y	LTR/ERV1	(0)	464	435	2	Human_foc.fasta.out	Human	83865024	84389957	LTR
242	29.8	1.9	1.9	Hs_1.fa	6359	6512	(43489)	C	L1M5	LINE/L1	(1015)	5131	4978	3	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
237	24.1	3.5	0.0	Hs_1.fa	7257	7314	(42687)	C	MLT1L	LTR/ERVL-MaLR	(129)	481	422	4	Human_foc.fasta.out	Human	83865024	84389957	LTR
270	29.3	0.0	1.3	Hs_1.fa	7526	7601	(42400)	C	MLT1L	LTR/ERVL-MaLR	(529)	81	7	4	Human_foc.fasta.out	Human	83865024	84389957	LTR
265	34.4	6.2	6.2	Hs_1.fa	7770	8122	(41879)	+	L2c	LINE/L2	2936	3288	(99)	5	Human_foc.fasta.out	Human	83865024	84389957	LINE/L2
1020	24.4	2.8	2.3	Hs_1.fa	8190	8583	(41418)	+	L1ME1	LINE/L1	2453	2848	(3298)	6	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
1902	20.4	6.0	3.1	Hs_1.fa	8582	9117	(40884)	C	L1M5	LINE/L1	(1112)	5034	4484	7	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2416	8.2	0.3	0.0	Hs_1.fa	9119	9412	(40589)	C	AluSx	SINE/Alu	(12)	300	6	8	Human_foc.fasta.out	Human	83865024	84389957	SINE
512	15.4	1.0	0.0	Hs_1.fa	9419	9522	(40479)	C	L1M5	LINE/L1	(1659)	4487	4383	7	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2607	21.6	2.5	2.5	Hs_1.fa	9538	9984	(40017)	C	L1M5	LINE/L1	(1999)	4147	3696	7	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2061	10.1	0.6	3.5	Hs_1.fa	9985	10303	(39698)	C	AluSx	SINE/Alu	(2)	310	1	9	Human_foc.fasta.out	Human	83865024	84389957	SINE
2607	21.6	2.5	2.5	Hs_1.fa	10304	10488	(39513)	C	L1M5	LINE/L1	(2451)	3695	3516	7	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
3304	22.0	6.1	2.5	Hs_1.fa	10486	11559	(38442)	+	L1ME1	LINE/L1	5063	6170	(9)	6	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
311	30.2	0.0	3.5	Hs_1.fa	11589	11612	(38389)	+	L1ME4b	LINE/L1	5188	5211	(935)	10	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
1366	19.2	14.1	12.6	Hs_1.fa	11613	12159	(37842)	+	MLT2B3	LTR/ERVL	1	554	(0)	11	Human_foc.fasta.out	Human	83865024	84389957	LTR
323	26.8	7.1	0.4	Hs_1.fa	12160	12329	(37672)	+	L1ME4b	LINE/L1	5212	5388	(757)	10	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
373	29.8	2.3	16.7	Hs_1.fa	12421	12686	(37315)	+	MIR	SINE/MIR	30	262	(0)	12	Human_foc.fasta.out	Human	83865024	84389957	SINE
307	29.5	3.8	0.0	Hs_1.fa	12715	12819	(37182)	C	LTR85a	LTR/Gypsy	(0)	702	594	13	Human_foc.fasta.out	Human	83865024	84389957	LTR
1947	20.9	5.1	2.6	Hs_1.fa	13739	14230	(35771)	C	MLT1D	LTR/ERVL-MaLR	(1)	504	1	14	Human_foc.fasta.out	Human	83865024	84389957	LTR
262	20.7	14.6	7.7	Hs_1.fa	14706	14815	(35186)	+	MLT1N2	LTR/ERVL-MaLR	414	530	(32)	15	Human_foc.fasta.out	Human	83865024	84389957	LTR
6311	7.8	0.9	2.1	Hs_1.fa	15060	15187	(34814)	C	L1PB1	LINE/L1	(3)	6148	6035	16	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2435	9.7	0.0	0.0	Hs_1.fa	15188	15496	(34505)	C	AluSc5	SINE/Alu	(0)	309	1	17	Human_foc.fasta.out	Human	83865024	84389957	SINE
6311	8.0	1.6	1.9	Hs_1.fa	15497	16342	(33659)	C	L1PB1	LINE/L1	(117)	6034	5168	16	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
4479	12.4	7.7	3.5	Hs_1.fa	16343	17700	(32301)	C	MER4B-int	LTR/ERV1	(4495)	2263	948	18	Human_foc.fasta.out	Human	83865024	84389957	LTR
248	3.4	0.0	0.0	Hs_1.fa	17715	17773	(32228)	C	RLTR20A4	LTR/ERVK	(90)	495	437	19	Human_foc.fasta.out	Human	83865024	84389957	LTR
6112	11.3	9.5	3.7	Hs_1.fa	17774	18862	(31139)	C	MER4B-int	LTR/ERV1	(5609)	1149	1	20	Human_foc.fasta.out	Human	83865024	84389957	LTR
770	6.3	3.5	1.7	Hs_1.fa	18863	18975	(31026)	C	MER4E1	LTR/ERV1	(0)	781	667	20	Human_foc.fasta.out	Human	83865024	84389957	LTR
2121	11.0	6.2	0.3	Hs_1.fa	19326	19661	(30340)	+	Tigger4b	DNA/TcMar-Tigger	1	356	(5)	21	Human_foc.fasta.out	Human	83865024	84389957	"Other
repeat"
520	23.1	5.8	0.0	Hs_1.fa	20276	20396	(29605)	C	L2a	LINE/L2	(0)	3426	3299	22	Human_foc.fasta.out	Human	83865024	84389957	LINE/L2
205	39.2	0.0	0.0	Hs_1.fa	20835	20908	(29093)	C	MIRb	SINE/MIR	(17)	251	178	23	Human_foc.fasta.out	Human	83865024	84389957	SINE
236	28.4	1.5	1.5	Hs_1.fa	20982	21049	(28952)	C	MIRc	SINE/MIR	(192)	76	9	24	Human_foc.fasta.out	Human	83865024	84389957	SINE
453	21.4	0.8	4.2	Hs_1.fa	22353	22474	(27527)	+	MIRb	SINE/MIR	57	174	(88)	25	Human_foc.fasta.out	Human	83865024	84389957	SINE
741	27.2	4.7	0.0	Hs_1.fa	23709	23899	(26102)	+	MIR	SINE/MIR	8	207	(55)	26	Human_foc.fasta.out	Human	83865024	84389957	SINE
245	25.4	0.0	0.0	Hs_1.fa	26083	26141	(23860)	+	RLTR20A4	LTR/ERVK	435	493	(92)	27	Human_foc.fasta.out	Human	83865024	84389957	LTR
2464	8.7	0.0	0.0	Hs_1.fa	26605	26904	(23097)	C	AluSq2	SINE/Alu	(13)	300	1	28	Human_foc.fasta.out	Human	83865024	84389957	SINE
682	29.1	6.6	2.0	Hs_1.fa	28941	29182	(20819)	C	MIR	SINE/MIR	(2)	260	8	29	Human_foc.fasta.out	Human	83865024	84389957	SINE
749	19.1	1.5	0.0	Hs_1.fa	29571	29706	(20295)	+	MER3	DNA/hAT-Charlie	2	139	(70)	30	Human_foc.fasta.out	Human	83865024	84389957	"Other
repeat"
510	35.0	4.9	7.9	Hs_1.fa	30819	31774	(18227)	C	L2c	LINE/L2	(0)	3387	2431	31	Human_foc.fasta.out	Human	83865024	84389957	LINE/L2
217	37.7	7.1	4.5	Hs_1.fa	32243	32439	(17562)	+	MIR3	SINE/MIR	5	206	(2)	32	Human_foc.fasta.out	Human	83865024	84389957	SINE
362	27.0	6.6	2.8	Hs_1.fa	32472	32608	(17393)	+	CR1_Mam	LINE/CR1	1559	1700	(504)	33	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
427	32.8	9.6	3.6	Hs_1.fa	33918	34335	(15666)	+	CR1_Mam	LINE/CR1	1734	2175	(29)	33	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
481	19.4	18.0	0.7	Hs_1.fa	34495	34635	(15366)	C	PB1	SINE/Alu	(3)	124	10	34	Human_foc.fasta.out	Human	83865024	84389957	SINE
229	28.6	0.0	0.0	Hs_1.fa	34872	34927	(15074)	C	L2c	LINE/L2	(82)	3305	3250	35	Human_foc.fasta.out	Human	83865024	84389957	LINE/L2
398	24.0	7.8	2.6	Hs_1.fa	35670	35843	(14158)	C	L2d2	LINE/L2	(10)	3454	3193	36	Human_foc.fasta.out	Human	83865024	84389957	LINE/L2
1124	34.1	14.1	1.4	Hs_1.fa	36428	37299	(12702)	+	L2	LINE/L2	647	1627	(1792)	37	Human_foc.fasta.out	Human	83865024	84389957	LINE/L2
1243	28.4	6.1	1.6	Hs_1.fa	37300	37809	(12192)	C	MLT1G3	LTR/ERVL-MaLR	(0)	595	16	38	Human_foc.fasta.out	Human	83865024	84389957	LTR
2021	15.5	0.0	1.0	Hs_1.fa	38430	38739	(11262)	C	AluJb	SINE/Alu	(1)	311	5	39	Human_foc.fasta.out	Human	83865024	84389957	SINE
506	26.5	3.0	0.6	Hs_1.fa	39023	39189	(10812)	C	L1ME3A	LINE/L1	(7)	6166	5996	40	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
784	24.5	7.8	0.0	Hs_1.fa	39203	39459	(10542)	C	L1ME3A	LINE/L1	(254)	5919	5643	40	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2261	25.5	10.6	7.7	Hs_1.fa	39510	41378	(8623)	C	L1MEg	LINE/L1	(435)	6779	4839	41	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
429	20.8	18.5	4.8	Hs_1.fa	41410	41631	(8370)	C	L1MEg	LINE/L1	(3230)	4007	3757	41	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
246	19.3	1.7	3.5	Hs_1.fa	41696	41754	(8247)	C	L1MEg	LINE/L1	(5535)	549	492	42	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
1871	16.3	5.1	0.0	Hs_1.fa	41783	42113	(7888)	+	Tigger3a	DNA/TcMar-Tigger	1	348	(0)	43	Human_foc.fasta.out	Human	83865024	84389957	"Other
repeat"
1557	24.3	8.7	1.9	Hs_1.fa	42114	42708	(7293)	C	L1MEg	LINE/L1	(4447)	2886	2252	41	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
845	23.2	11.6	1.0	Hs_1.fa	42726	43248	(6753)	C	L1MEg	LINE/L1	(5250)	2083	1487	41	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2623	23.5	2.5	6.6	Hs_1.fa	43705	44404	(5597)	C	L1ME3	LINE/L1	(23)	6139	5460	44	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
2337	18.0	2.5	13.0	Hs_1.fa	44405	44972	(5029)	C	MLT2B2	LTR/ERVL	(0)	515	1	45	Human_foc.fasta.out	Human	83865024	84389957	LTR
2623	24.1	6.9	5.6	Hs_1.fa	44973	45412	(4589)	C	L1ME3	LINE/L1	(703)	5459	5004	44	Human_foc.fasta.out	Human	83865024	84389957	Oth. LINE
1804	27.6	5.3	1.3	Hs_1.fa	45422	46005	(3996)	C	L2	LINE/L2	(1907)	1512	906	46	Human_foc.fasta.out	Human	83865024	84389957	LINE/L2
2254	12.3	4.0	1.1	Hs_1.fa	46938	47307	(2694)	C	THE1D	LTR/ERVL-MaLR	(0)	381	1	47	Human_foc.fasta.out	Human	83865024	84389957	LTR
282	29.6	14.8	3.1	Hs_1.fa	47445	47559	(2442)	C	MIR	SINE/MIR	(131)	131	4	48	Human_foc.fasta.out	Human	83865024	84389957	SINE
887	22.1	10.6	0.4	Hs_1.fa	47679	47896	(2105)	C	MIR	SINE/MIR	(21)	241	2	49	Human_foc.fasta.out	Human	83865024	84389957	SINE
1796	18.5	2.8	4.4	Hs_1.fa	47994	48384	(1617)	C	MLT2C1	LTR/ERVL	(0)	397	13	50	Human_foc.fasta.out	Human	83865024	84389957	LTR
192	26.3	1.7	1.7	Hs_1.fa	48813	48870	(1131)	C	OldhAT1	DNA/hAT-Ac	(416)	2426	2369	51	Human_foc.fasta.out	Human	83865024	84389957	"Other
repeat"
388	22.2	3.8	0.1	Hs_1.fa	48955	49051	(950)	+	MLT1F-int	LTR/ERVL-MaLR	515	677	(812)	52	Human_foc.fasta.out	Human	83865024	84389957	LTR
1933	9.1	0.7	6.5	Hs_1.fa	49048	49340	(661)	+	AluSx	SINE/Alu	21	297	(5)	53	Human_foc.fasta.out	Human	83865024	84389957	SINE
1938	26.6	8.4	0.7	Hs_1.fa	49372	50001	(0)	+	MLT1F-int	LTR/ERVL-MaLR	670	1347	(142)	52	Human_foc.fasta.out	Human	83865024	84389957	LTR
407	20.3	1.2	2.5	Ta_chr4.fa	370	450	(49551)	+	L2b	LINE/L2	3296	3375	(0)	1	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
268	22.4	1.2	11.5	Ta_chr4.fa	643	728	(49273)	C	L2a	LINE/L2	(0)	3426	3349	2	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
248	14.6	0.6	0.0	Ta_chr4.fa	901	952	(49049)	C	L2d2	LINE/L2	(18)	3446	3374	3	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
420	27.4	0.0	5.5	Ta_chr4.fa	950	1079	(48922)	+	L2d2	LINE/L2	3277	3440	(24)	4	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
511	27.7	2.3	4.5	Ta_chr4.fa	1182	1388	(48613)	+	MIR3	SINE/MIR	40	253	(15)	5	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
936	15.3	0.1	0.2	Ta_chr4.fa	1424	1599	(48402)	+	MIR1_Amn	SINE/MIR	2	174	(94)	6	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
189	13.6	16.7	0.0	Ta_chr4.fa	1591	1656	(48345)	+	L2c	LINE/L2	3273	3349	(38)	7	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
180	32.8	4.2	4.2	Ta_chr4.fa	1789	1906	(48095)	C	L2d2	LINE/L2	(304)	3160	3043	8	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
265	34.6	6.9	0.0	Ta_chr4.fa	2370	2470	(47531)	+	MamRTE1	LINE/RTE-BovB	172	279	(3533)	9	Echidna_foc.fasta.out	Echidna	36309973	36963605	Oth. LINE
393	33.6	0.7	0.0	Ta_chr4.fa	2506	2648	(47353)	+	MamRTE1	LINE/RTE-BovB	293	436	(3376)	9	Echidna_foc.fasta.out	Echidna	36309973	36963605	Oth. LINE
874	12.1	4.3	0.0	Ta_chr4.fa	3130	3269	(46732)	+	MIRb	SINE/MIR	9	154	(114)	10	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
309	18.1	15.2	3.9	Ta_chr4.fa	3272	3363	(46638)	+	L2b	LINE/L2	3255	3356	(19)	11	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
371	16.1	0.0	0.0	Ta_chr4.fa	3320	3375	(46626)	+	MIR	SINE/MIR	206	261	(1)	10	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
546	25.4	3.4	3.4	Ta_chr4.fa	3432	3610	(46391)	+	L2a	LINE/L2	3248	3426	(0)	12	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
191	16.7	0.0	0.0	Ta_chr4.fa	3661	3696	(46305)	C	MIR1_Amn	SINE/MIR	(177)	53	18	13	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
504	22.6	7.1	10.2	Ta_chr4.fa	3668	3879	(46122)	+	MIRb	SINE/MIR	63	268	(0)	14	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
1030	22.9	4.4	0.0	Ta_chr4.fa	4010	4258	(45743)	C	MIR	SINE/MIR	(1)	261	2	15	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
356	24.4	1.3	0.0	Ta_chr4.fa	4391	4468	(45533)	+	L2a	LINE/L2	3344	3422	(4)	16	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
205	23.1	3.9	0.0	Ta_chr4.fa	4483	4534	(45467)	C	L2d	LINE/L2	(3)	3422	3369	17	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
973	18.6	7.5	4.2	Ta_chr4.fa	4709	4961	(45040)	C	MIR	SINE/MIR	(0)	262	2	18	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
215	22.5	0.0	4.1	Ta_chr4.fa	4999	5049	(44952)	+	L2d2	LINE/L2	3352	3400	(64)	19	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
669	7.1	0.0	0.0	Ta_chr4.fa	5055	5153	(44848)	+	MIR1_Amn	SINE/MIR	55	153	(77)	20	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
412	22.8	0.8	13.9	Ta_chr4.fa	5157	5278	(44723)	+	L2b	LINE/L2	3256	3363	(12)	21	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
245	20.7	1.6	5.1	Ta_chr4.fa	5302	5362	(44639)	+	L2b	LINE/L2	3367	3425	(0)	21	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
201	27.3	0.0	0.0	Ta_chr4.fa	5373	5416	(44585)	C	MamRTE1	LINE/RTE-BovB	(1171)	2641	2598	22	Echidna_foc.fasta.out	Echidna	36309973	36963605	Oth. LINE
524	21.4	2.1	6.9	Ta_chr4.fa	5875	6094	(43907)	+	L2b	LINE/L2	3218	3425	(0)	23	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
807	19.6	8.2	3.4	Ta_chr4.fa	6098	6293	(43708)	+	MIR	SINE/MIR	58	262	(0)	24	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
683	21.9	1.8	3.1	Ta_chr4.fa	6608	6856	(43145)	C	MIR1_Amn	SINE/MIR	(1)	261	23	25	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
731	25.5	5.3	0.5	Ta_chr4.fa	6875	7063	(42938)	C	MIR	SINE/MIR	(0)	262	65	26	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
346	12.9	0.0	1.6	Ta_chr4.fa	7082	7144	(42857)	C	MIR1_Amn	SINE/MIR	(59)	171	110	27	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
917	22.4	5.1	3.1	Ta_chr4.fa	7149	7401	(42600)	C	MIRb	SINE/MIR	(0)	268	11	28	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
633	17.9	1.7	0.1	Ta_chr4.fa	7392	7517	(42484)	C	MIRb	SINE/MIR	(140)	122	3	27	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
266	26.0	0.0	0.0	Ta_chr4.fa	7610	7667	(42334)	C	L2b	LINE/L2	(18)	3446	3360	29	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
462	19.3	0.9	5.7	Ta_chr4.fa	7673	7782	(42219)	C	L2d	LINE/L2	(0)	3425	3321	30	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
290	18.9	14.1	1.9	Ta_chr4.fa	7819	7910	(42091)	C	L2b	LINE/L2	(18)	3357	3255	29	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
533	9.5	2.4	0.0	Ta_chr4.fa	7905	7988	(42013)	C	MIR1_Amn	SINE/MIR	(67)	163	78	31	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
395	13.8	1.7	0.0	Ta_chr4.fa	8010	8067	(41934)	C	L2d2	LINE/L2	(17)	3447	3389	32	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
296	18.4	3.0	1.5	Ta_chr4.fa	8111	8176	(41825)	C	MIRb	SINE/MIR	(187)	81	15	33	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
606	26.1	3.4	10.1	Ta_chr4.fa	8228	8491	(41510)	C	MIR	SINE/MIR	(13)	249	2	34	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
361	16.8	5.4	2.6	Ta_chr4.fa	8570	8690	(41311)	C	L2b	LINE/L2	(0)	3464	3255	35	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
552	8.9	0.0	0.0	Ta_chr4.fa	8688	8766	(41235)	C	MIR1_Amn	SINE/MIR	(72)	158	80	36	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
244	22.7	1.5	1.5	Ta_chr4.fa	8767	8833	(41168)	C	tRNA-Ala-GCY_v	tRNA	(2)	73	7	37	Echidna_foc.fasta.out	Echidna	36309973	36963605	"Other
repeat"
279	17.0	0.0	3.8	Ta_chr4.fa	8887	8941	(41060)	C	MIRb	SINE/MIR	(0)	268	216	38	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
347	14.3	1.8	0.0	Ta_chr4.fa	8966	9021	(40980)	C	MIR	SINE/MIR	(0)	262	206	39	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
365	18.8	0.2	0.6	Ta_chr4.fa	8978	9044	(40957)	C	L2b	LINE/L2	(19)	3445	3387	35	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
555	10.5	0.0	0.0	Ta_chr4.fa	9070	9145	(40856)	C	MIR	SINE/MIR	(113)	149	74	40	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
233	24.2	1.5	1.5	Ta_chr4.fa	9146	9212	(40789)	C	tRNA-Ala-GCY_v	tRNA	(2)	73	7	41	Echidna_foc.fasta.out	Echidna	36309973	36963605	"Other
repeat"
1011	19.2	6.3	3.5	Ta_chr4.fa	9269	9522	(40479)	C	MIR	SINE/MIR	(0)	262	2	42	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
308	20.7	1.7	1.3	Ta_chr4.fa	9542	9616	(40385)	+	L2d2	LINE/L2	3308	3446	(18)	43	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
418	21.1	2.5	6.8	Ta_chr4.fa	9767	9888	(40113)	C	L2b	LINE/L2	(1)	3374	3258	35	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
946	20.5	6.8	3.1	Ta_chr4.fa	9954	10205	(39796)	+	MIR	SINE/MIR	2	262	(0)	44	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
458	22.4	7.9	1.0	Ta_chr4.fa	10207	10329	(39672)	+	L2d2	LINE/L2	3283	3446	(18)	45	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
383	25.5	1.9	4.8	Ta_chr4.fa	10332	10438	(39563)	+	L2d2	LINE/L2	3360	3463	(1)	46	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
464	22.5	2.4	4.1	Ta_chr4.fa	10623	10747	(39254)	C	L2b	LINE/L2	(0)	3375	3253	47	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
613	27.1	4.8	10.6	Ta_chr4.fa	10902	11321	(38680)	C	L2d2	LINE/L2	(4)	3460	3063	48	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
444	17.9	1.9	11.2	Ta_chr4.fa	11329	11435	(38566)	+	L2d2	LINE/L2	3364	3461	(3)	49	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
472	22.7	1.6	3.3	Ta_chr4.fa	11564	11686	(38315)	+	L2d	LINE/L2	3302	3422	(3)	50	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
527	23.3	2.8	5.1	Ta_chr4.fa	11731	11911	(38090)	+	L2d	LINE/L2	3246	3422	(3)	51	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
182	22.7	0.0	10.0	Ta_chr4.fa	11922	11965	(38036)	C	L2a	LINE/L2	(17)	3409	3370	52	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
476	22.3	2.2	7.4	Ta_chr4.fa	11953	12136	(37865)	+	L2b	LINE/L2	3211	3423	(3)	53	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
396	15.8	1.4	2.9	Ta_chr4.fa	12126	12207	(37794)	+	L2b	LINE/L2	3304	3426	(0)	53	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
263	20.0	0.0	0.0	Ta_chr4.fa	12316	12360	(37641)	C	L2d2	LINE/L2	(18)	3446	3402	54	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
316	20.4	0.0	4.7	Ta_chr4.fa	12469	12535	(37466)	+	MIRb	SINE/MIR	190	253	(15)	55	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
397	14.9	3.0	0.0	Ta_chr4.fa	12486	12552	(37449)	+	L2b	LINE/L2	3354	3422	(3)	53	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
768	23.4	7.6	3.2	Ta_chr4.fa	12564	12801	(37200)	+	MIR	SINE/MIR	2	249	(13)	56	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
343	15.8	0.0	3.5	Ta_chr4.fa	12837	12895	(37106)	C	MIR	SINE/MIR	(0)	262	206	57	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
805	26.4	2.7	1.9	Ta_chr4.fa	12920	13178	(36823)	C	MIR	SINE/MIR	(0)	262	2	58	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
235	13.2	2.6	0.0	Ta_chr4.fa	13227	13264	(36737)	C	MIR	SINE/MIR	(0)	262	224	59	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
804	23.8	7.2	3.1	Ta_chr4.fa	13273	13523	(36478)	C	MIR	SINE/MIR	(0)	262	2	60	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
985	19.5	8.0	3.8	Ta_chr4.fa	13708	13958	(36043)	+	MIR	SINE/MIR	2	262	(0)	61	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
440	23.6	10.3	4.3	Ta_chr4.fa	14040	14194	(35807)	C	MIR	SINE/MIR	(0)	262	99	62	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
514	26.4	5.7	1.8	Ta_chr4.fa	14201	14358	(35643)	C	MIR	SINE/MIR	(0)	262	99	63	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
694	23.8	5.0	0.5	Ta_chr4.fa	14374	14555	(35446)	C	MIR	SINE/MIR	(0)	262	73	64	Echidna_foc.fasta.out	Echidna	36309973	36963605	SINE
536	17.1	2.4	6.7	Ta_chr4.fa	14560	14683	(35318)	+	L2b	LINE/L2	3238	3356	(19)	65	Echidna_foc.fasta.out	Echidna	36309973	36963605	LINE/L2
